type,spec_version,id,created_by_ref,created,modified,name,description,external_references,object_marking_refs,x_mitre_attack_spec_version,x_mitre_domains,x_mitre_modified_by_ref,x_mitre_version,x_mitre_aliases,x_mitre_deprecated,x_mitre_contributors,x_mitre_platforms,is_family
malware,2.1,malware--295721d2-ee20-4fa3-ade3-37f4146b4570,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-10T14:53:49.448Z,2022-05-11T14:00:00.188Z,AppleSeed,"[AppleSeed](https://attack.mitre.org/software/S0622) is a backdoor that has been used by [Kimsuky](https://attack.mitre.org/groups/G0094) to target South Korean government, academic, and commercial  targets since at least 2021.(Citation: Malwarebytes Kimsuky June 2021)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0622', 'external_id': 'S0622'}, {'source_name': 'Malwarebytes Kimsuky June 2021', 'description': 'Jazi, H. (2021, June 1). Kimsuky APT continues to target South Korean government using AppleSeed backdoor. Retrieved June 10, 2021.', 'url': 'https://blog.malwarebytes.com/threat-analysis/2021/06/kimsuky-apt-continues-to-target-south-korean-government-using-appleseed-backdoor/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['AppleSeed'],,,"['Windows', 'Android']",True
malware,2.1,malware--292eb0c5-b8e8-4af6-9e8f-0fda6b4528d3,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-18T18:56:41.244Z,2022-04-25T14:00:00.188Z,Ecipekac,"[Ecipekac](https://attack.mitre.org/software/S0624) is a multi-layer loader that has been used by [menuPass](https://attack.mitre.org/groups/G0045) since at least 2019 including use as a loader for [P8RAT](https://attack.mitre.org/software/S0626), [SodaMaster](https://attack.mitre.org/software/S0627), and [FYAnti](https://attack.mitre.org/software/S0628).(Citation: Securelist APT10 March 2021)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0624', 'external_id': 'S0624'}, {'source_name': 'HEAVYHAND', 'description': '(Citation: Securelist APT10 March 2021)'}, {'source_name': 'SigLoader', 'description': '(Citation: Securelist APT10 March 2021)'}, {'source_name': 'DESLoader', 'description': '(Citation: Securelist APT10 March 2021)'}, {'source_name': 'Securelist APT10 March 2021', 'description': 'GREAT. (2021, March 30). APT10: sophisticated multi-layered loader Ecipekac discovered in A41APT campaign. Retrieved June 17, 2021.', 'url': 'https://securelist.com/apt10-sophisticated-multi-layered-loader-ecipekac-discovered-in-a41apt-campaign/101519/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,"['Ecipekac', 'HEAVYHAND', 'SigLoader', 'DESLoader']",,,['Windows'],True
malware,2.1,malware--29231689-5837-4a7a-aafc-1b65b3f50cc7,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-29T14:46:45.468Z,2024-04-11T00:22:35.591Z,RainyDay,[RainyDay](https://attack.mitre.org/software/S0629) is a backdoor tool that has been used by [Naikon](https://attack.mitre.org/groups/G0019) since at least 2020.(Citation: Bitdefender Naikon April 2021),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0629', 'external_id': 'S0629'}, {'source_name': 'Bitdefender Naikon April 2021', 'description': 'Vrabie, V. (2021, April 23). NAIKON – Traces from a Military Cyber-Espionage Operation. Retrieved June 29, 2021.', 'url': 'https://www.bitdefender.com/files/News/CaseStudies/study/396/Bitdefender-PR-Whitepaper-NAIKON-creat5397-en-EN.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['RainyDay'],False,,['Windows'],True
malware,2.1,malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-10-17T00:14:20.652Z,2022-05-11T14:00:00.188Z,Brave Prince,"[Brave Prince](https://attack.mitre.org/software/S0252) is a Korean-language implant that was first observed in the wild in December 2017. It contains similar code and behavior to [Gold Dragon](https://attack.mitre.org/software/S0249), and was seen along with [Gold Dragon](https://attack.mitre.org/software/S0249) and [RunningRAT](https://attack.mitre.org/software/S0253) in operations surrounding the 2018 Pyeongchang Winter Olympics. (Citation: McAfee Gold Dragon)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0252', 'external_id': 'S0252'}, {'source_name': 'Brave Prince', 'description': '(Citation: McAfee Gold Dragon)'}, {'source_name': 'McAfee Gold Dragon', 'description': 'Sherstobitoff, R., Saavedra-Morales, J. (2018, February 02). Gold Dragon Widens Olympics Malware Attacks, Gains Permanent Presence on Victims’ Systems. Retrieved June 6, 2018.', 'url': 'https://www.mcafee.com/blogs/other-blogs/mcafee-labs/gold-dragon-widens-olympics-malware-attacks-gains-permanent-presence-on-victims-systems/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.2,['Brave Prince'],False,,['Windows'],True
malware,2.1,malware--28ad4983-151e-4e30-9792-768470e92b3e,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2024-09-25T17:16:06.149Z,2024-10-02T05:37:59.575Z,Playcrypt,"[Playcrypt](https://attack.mitre.org/software/S1162) is a ransomware that has been used by [Play](https://attack.mitre.org/groups/G1040) since at least 2022 in attacks against against the business, government, critical infrastructure, healthcare, and media sectors in North America, South America, and Europe. [Playcrypt](https://attack.mitre.org/software/S1162) derives its name from adding the .play extension to encrypted files and has overlap with tactics and tools associated with Hive and Nokoyawa ransomware and infrastructure associated with Quantum ransomware.(Citation: Microsoft PlayCrypt August 2022)(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1162', 'external_id': 'S1162'}, {'source_name': 'Play', 'description': '(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)'}, {'source_name': 'CISA Play Ransomware Advisory December 2023', 'description': 'CISA. (2023, December 18). #StopRansomware: Play Ransomware AA23-352A. Retrieved September 24, 2024.', 'url': 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-352a'}, {'source_name': 'Microsoft PlayCrypt August 2022', 'description': 'Microsoft Security Intelligence. (2022, August 27). Ransom:Win32/PlayCrypt.PA. Retrieved September 24, 2024.', 'url': 'https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Ransom:Win32/PlayCrypt.PA&ThreatID=2147830341'}, {'source_name': 'Trend Micro Ransomware Spotlight Play July 2023', 'description': 'Trend Micro Research. (2023, July 21). Ransomware Spotlight: Play. Retrieved September 24, 2024.', 'url': 'https://www.trendmicro.com/vinfo/us/security/news/ransomware-spotlight/ransomware-spotlight-play'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,"['Playcrypt', 'Play']",False,"['Marco Pedrinazzi, @pedrinazziM']",['Windows'],True
malware,2.1,malware--288fa242-e894-4c7e-ac86-856deedf5cea,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2019-01-30T15:43:19.105Z,2022-04-25T14:00:00.188Z,OceanSalt,"[OceanSalt](https://attack.mitre.org/software/S0346) is a Trojan that was used in a campaign targeting victims in South Korea, United States, and Canada. [OceanSalt](https://attack.mitre.org/software/S0346) shares code similarity with [SpyNote RAT](https://attack.mitre.org/software/S0305), which has been linked to [APT1](https://attack.mitre.org/groups/G0006).(Citation: McAfee Oceansalt Oct 2018)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0346', 'external_id': 'S0346'}, {'source_name': 'OceanSalt', 'description': '(Citation: McAfee Oceansalt Oct 2018)'}, {'source_name': 'McAfee Oceansalt Oct 2018', 'description': 'Sherstobitoff, R., Malhotra, A. (2018, October 18). ‘Operation Oceansalt’ Attacks South Korea, U.S., and Canada With Source Code From Chinese Hacker Group. Retrieved November 30, 2018.', 'url': 'https://www.mcafee.com/enterprise/en-us/assets/reports/rp-operation-oceansalt.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['OceanSalt'],,,['Windows'],True
malware,2.1,malware--26fed817-e7bf-41f9-829a-9075ffac45c2,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:32:57.344Z,2022-04-25T14:00:00.188Z,Kasidet,[Kasidet](https://attack.mitre.org/software/S0088) is a backdoor that has been dropped by using malicious VBA macros. (Citation: Zscaler Kasidet),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0088', 'external_id': 'S0088'}, {'source_name': 'Zscaler Kasidet', 'description': 'Yadav, A., et al. (2016, January 29). Malicious Office files dropping Kasidet and Dridex. Retrieved March 24, 2016.', 'url': 'http://research.zscaler.com/2016/01/malicious-office-files-dropping-kasidet.html'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['Kasidet'],,,['Windows'],True
malware,2.1,malware--251fbae2-78f6-4de7-84f6-194c727a64ad,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:32:14.527Z,2022-04-25T14:00:00.188Z,Lurid,"[Lurid](https://attack.mitre.org/software/S0010) is a malware family that has been used by several groups, including [PittyTiger](https://attack.mitre.org/groups/G0011), in targeted attacks as far back as 2006. (Citation: Villeneuve 2014) (Citation: Villeneuve 2011)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0010', 'external_id': 'S0010'}, {'source_name': 'Villeneuve 2014', 'description': 'Villeneuve, N., Homan, J. (2014, July 31). Spy of the Tiger. Retrieved September 29, 2015.', 'url': 'https://www.fireeye.com/blog/threat-research/2014/07/spy-of-the-tiger.html'}, {'source_name': 'Villeneuve 2011', 'description': 'Villeneuve, N., Sancho, D. (2011). THE “LURID” DOWNLOADER. Retrieved November 12, 2014.', 'url': 'http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp_dissecting-lurid-apt.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,"['Lurid', 'Enfal']",,,['Windows'],True
malware,2.1,malware--24b4ce59-eaac-4c8b-8634-9b093b7ccd92,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2019-01-30T15:47:41.018Z,2024-04-11T02:57:01.302Z,AuditCred,[AuditCred](https://attack.mitre.org/software/S0347) is a malicious DLL that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032) during their 2018 attacks.(Citation: TrendMicro Lazarus Nov 2018),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0347', 'external_id': 'S0347'}, {'source_name': 'AuditCred', 'description': '(Citation: TrendMicro Lazarus Nov 2018)'}, {'source_name': 'Roptimizer', 'description': '(Citation: TrendMicro Lazarus Nov 2018)'}, {'source_name': 'TrendMicro Lazarus Nov 2018', 'description': 'Trend Micro. (2018, November 20). Lazarus Continues Heists, Mounts Attacks on Financial Organizations in Latin America. Retrieved December 3, 2018.', 'url': 'https://blog.trendmicro.com/trendlabs-security-intelligence/lazarus-continues-heists-mounts-attacks-on-financial-organizations-in-latin-america/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.2,"['AuditCred', 'Roptimizer']",False,,['Windows'],True
malware,2.1,malware--234e7770-99b0-4f65-b983-d3230f76a60b,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,2024-09-12T19:07:36.511Z,Janicab,[Janicab](https://attack.mitre.org/software/S0163) is an OS X trojan that relied on a valid developer ID and oblivious users to install it. (Citation: Janicab),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0163', 'external_id': 'S0163'}, {'source_name': 'Janicab', 'description': 'Thomas. (2013, July 15). New signed malware called Janicab. Retrieved July 17, 2017.', 'url': 'https://web.archive.org/web/20230331162455/https://www.thesafemac.com/new-signed-malware-called-janicab/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['Janicab'],False,,['macOS'],True
malware,2.1,malware--22b17791-45bf-45c0-9322-ff1a0af5cf2b,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-30T14:44:35.055Z,2022-04-25T14:00:00.188Z,Nebulae,[Nebulae](https://attack.mitre.org/software/S0630) Is a backdoor that has been used by [Naikon](https://attack.mitre.org/groups/G0019)  since at least 2020.(Citation: Bitdefender Naikon April 2021),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0630', 'external_id': 'S0630'}, {'source_name': 'Bitdefender Naikon April 2021', 'description': 'Vrabie, V. (2021, April 23). NAIKON – Traces from a Military Cyber-Espionage Operation. Retrieved June 29, 2021.', 'url': 'https://www.bitdefender.com/files/News/CaseStudies/study/396/Bitdefender-PR-Whitepaper-NAIKON-creat5397-en-EN.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Nebulae'],,,['Windows'],True
malware,2.1,malware--22addc7b-b39f-483d-979a-1b35147da5de,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:32:40.004Z,2022-04-25T14:00:00.188Z,WinMM,"[WinMM](https://attack.mitre.org/software/S0059) is a full-featured, simple backdoor used by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0059', 'external_id': 'S0059'}, {'source_name': 'Baumgartner Naikon 2015', 'description': 'Baumgartner, K., Golovkin, M.. (2015, May). The MsnMM Campaigns: The Earliest Naikon APT Campaigns. Retrieved April 10, 2019.', 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07205555/TheNaikonAPT-MsnMM1.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['WinMM'],,,['Windows'],True
malware,2.1,malware--222ba512-32d9-49ac-aefd-50ce981ce2ce,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-05-21T21:03:35.244Z,2020-06-25T21:57:40.642Z,Pony,"[Pony](https://attack.mitre.org/software/S0453) is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.(Citation: Malwarebytes Pony April 2016)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0453', 'external_id': 'S0453'}, {'source_name': 'Malwarebytes Pony April 2016', 'description': 'hasherezade. (2016, April 11). No money, but Pony! From a mail to a trojan horse. Retrieved May 21, 2020.', 'url': 'https://blog.malwarebytes.com/threat-analysis/2015/11/no-money-but-pony-from-a-mail-to-a-trojan-horse/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Pony'],,"['Arie Olshtein, Check Point', 'Kobi Eisenkraft, Check Point']",['Windows'],True
malware,2.1,malware--21c0b55b-5ff3-4654-a05e-e3fc1ee1ce1b,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-10-17T00:14:20.652Z,2022-04-25T14:00:00.188Z,PLAINTEE,[PLAINTEE](https://attack.mitre.org/software/S0254) is a malware sample that has been used by [Rancor](https://attack.mitre.org/groups/G0075) in targeted attacks in Singapore and Cambodia. (Citation: Rancor Unit42 June 2018),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0254', 'external_id': 'S0254'}, {'source_name': 'PLAINTEE', 'description': '(Citation: Rancor Unit42 June 2018)'}, {'source_name': 'Rancor Unit42 June 2018', 'description': 'Ash, B., et al. (2018, June 26). RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families. Retrieved July 2, 2018.', 'url': 'https://researchcenter.paloaltonetworks.com/2018/06/unit42-rancor-targeted-attacks-south-east-asia-using-plaintee-ddkong-malware-families/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['PLAINTEE'],,,['Windows'],True
malware,2.1,malware--2a59a237-1530-4d55-91f9-2aebf961cc37,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2022-10-04T06:35:40.506Z,2022-10-19T21:01:46.587Z,macOS.OSAMiner,"[macOS.OSAMiner](https://attack.mitre.org/software/S1048) is a Monero mining trojan that was first observed in 2018; security researchers assessed [macOS.OSAMiner](https://attack.mitre.org/software/S1048) may have been circulating since at least 2015. [macOS.OSAMiner](https://attack.mitre.org/software/S1048) is known for embedding one run-only AppleScript into another, which helped the malware evade full analysis for five years due to a lack of Apple event (AEVT) analysis tools.(Citation: SentinelLabs reversing run-only applescripts 2021)(Citation: VMRay OSAMiner dynamic analysis 2021)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1048', 'external_id': 'S1048'}, {'source_name': 'SentinelLabs reversing run-only applescripts 2021', 'description': 'Phil Stokes. (2021, January 11). FADE DEAD | Adventures in Reversing Malicious Run-Only AppleScripts. Retrieved September 29, 2022.', 'url': 'https://www.sentinelone.com/labs/fade-dead-adventures-in-reversing-malicious-run-only-applescripts/'}, {'source_name': 'VMRay OSAMiner dynamic analysis 2021', 'description': 'VMRAY. (2021, January 14). Malware Analysis Spotlight: OSAMiner Uses Run-Only AppleScripts to Evade Detection. Retrieved October 4, 2022.', 'url': 'https://www.vmray.com/cyber-security-blog/osaminer-uses-applescripts-evade-detection-malware-analysis-spotlight/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['macOS.OSAMiner'],False,,['macOS'],True
malware,2.1,malware--211cfe9f-2676-4e1c-a5f5-2c8091da2a68,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-04-18T17:59:24.739Z,2024-09-04T20:44:43.949Z,HAPPYWORK,[HAPPYWORK](https://attack.mitre.org/software/S0214) is a downloader used by [APT37](https://attack.mitre.org/groups/G0067) to target South Korean government and financial victims in November 2016. (Citation: FireEye APT37 Feb 2018),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0214', 'external_id': 'S0214'}, {'source_name': 'FireEye APT37 Feb 2018', 'description': 'FireEye. (2018, February 20). APT37 (Reaper): The Overlooked North Korean Actor. Retrieved March 1, 2018.', 'url': 'https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['HAPPYWORK'],False,,,True
malware,2.1,malware--20945359-3b39-4542-85ef-08ecb4e1c174,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-07-20T17:41:19.690Z,2024-04-10T23:47:16.416Z,StrongPity,[StrongPity](https://attack.mitre.org/software/S0491) is an information stealing malware used by [PROMETHIUM](https://attack.mitre.org/groups/G0056).(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0491', 'external_id': 'S0491'}, {'source_name': 'Talos Promethium June 2020', 'description': 'Mercer, W. et al. (2020, June 29). PROMETHIUM extends global reach with StrongPity3 APT. Retrieved July 20, 2020.', 'url': 'https://blog.talosintelligence.com/2020/06/promethium-extends-with-strongpity3.html'}, {'source_name': 'Bitdefender StrongPity June 2020', 'description': 'Tudorica, R. et al. (2020, June 30). StrongPity APT - Revealing Trojanized Tools, Working Hours and Infrastructure. Retrieved July 20, 2020.', 'url': 'https://www.bitdefender.com/files/News/CaseStudies/study/353/Bitdefender-Whitepaper-StrongPity-APT.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['StrongPity'],False,,['Windows'],True
malware,2.1,malware--1fefb062-feda-484a-8f10-0cebf65e20e3,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2023-09-26T20:19:15.106Z,2023-09-26T20:19:38.859Z,SharpDisco,[SharpDisco](https://attack.mitre.org/software/S1089) is a dropper developed in C# that has been used by [MoustachedBouncer](https://attack.mitre.org/groups/G1019) since at least 2020 to load malicious plugins.(Citation: MoustachedBouncer ESET August 2023),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1089', 'external_id': 'S1089'}, {'source_name': 'MoustachedBouncer ESET August 2023', 'description': 'Faou, M. (2023, August 10). MoustachedBouncer: Espionage against foreign diplomats in Belarus. Retrieved September 25, 2023.', 'url': 'https://www.welivesecurity.com/en/eset-research/moustachedbouncer-espionage-against-foreign-diplomats-in-belarus/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['SharpDisco'],False,,['Windows'],True
malware,2.1,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-10-17T00:14:20.652Z,2022-04-25T14:00:00.188Z,Bankshot,"[Bankshot](https://attack.mitre.org/software/S0239) is a remote access tool (RAT) that was first reported by the Department of Homeland Security in December of 2017. In 2018, [Lazarus Group](https://attack.mitre.org/groups/G0032) used the [Bankshot](https://attack.mitre.org/software/S0239) implant in attacks against the Turkish financial sector. (Citation: McAfee Bankshot)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0239', 'external_id': 'S0239'}, {'source_name': 'Bankshot', 'description': '(Citation: McAfee Bankshot)'}, {'source_name': 'Trojan Manuscript', 'description': '(Citation: McAfee Bankshot)'}, {'source_name': 'McAfee Bankshot', 'description': 'Sherstobitoff, R. (2018, March 08). Hidden Cobra Targets Turkish Financial Sector With New Bankshot Implant. Retrieved May 18, 2018.', 'url': 'https://securingtomorrow.mcafee.com/mcafee-labs/hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,"['Bankshot', 'Trojan Manuscript']",,,['Windows'],True
malware,2.1,malware--1da748a5-875d-4212-9222-b4c23ab861be,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2023-01-20T18:43:05.682Z,2023-02-24T22:25:15.162Z,Prestige,"[Prestige](https://attack.mitre.org/software/S1058) ransomware has been used by [Sandworm Team](https://attack.mitre.org/groups/G0034) since at least March 2022, including against transportation and related logistics industries in Ukraine and Poland in October 2022.(Citation: Microsoft Prestige ransomware October 2022)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1058', 'external_id': 'S1058'}, {'source_name': 'Microsoft Prestige ransomware October 2022', 'description': 'MSTIC. (2022, October 14). New “Prestige” ransomware impacts organizations in Ukraine and Poland. Retrieved January 19, 2023.', 'url': 'https://www.microsoft.com/en-us/security/blog/2022/10/14/new-prestige-ransomware-impacts-organizations-in-ukraine-and-poland/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Prestige'],False,"['Mindaugas Gudzis, BT Security']",['Windows'],True
malware,2.1,malware--1d808f62-cf63-4063-9727-ff6132514c22,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:33:06.433Z,2023-12-26T19:55:54.848Z,WEBC2,"[WEBC2](https://attack.mitre.org/software/S0109) is a family of backdoor malware used by [APT1](https://attack.mitre.org/groups/G0006) as early as July 2006. [WEBC2](https://attack.mitre.org/software/S0109) backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server. (Citation: Mandiant APT1 Appendix)(Citation: Mandiant APT1)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0109', 'external_id': 'S0109'}, {'source_name': 'WEBC2', 'description': '(Citation: Mandiant APT1)'}, {'source_name': 'Mandiant APT1 Appendix', 'description': 'Mandiant. (n.d.). Appendix C (Digital) - The Malware Arsenal. Retrieved July 18, 2016.', 'url': 'https://www.mandiant.com/sites/default/files/2021-09/mandiant-apt1-report.pdf'}, {'source_name': 'Mandiant APT1', 'description': 'Mandiant. (n.d.). APT1 Exposing One of China’s Cyber Espionage Units. Retrieved July 18, 2016.', 'url': 'https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2.0,['WEBC2'],False,['Wes Hurd'],['Windows'],True
malware,2.1,malware--1d1fce2f-0db5-402b-9843-4278a0694637,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-10-17T00:14:20.652Z,2024-04-11T02:25:20.119Z,GravityRAT,"[GravityRAT](https://attack.mitre.org/software/S0237) is a remote access tool (RAT) and has been in ongoing development since 2016. The actor behind the tool remains unknown, but two usernames have been recovered that link to the author, which are ""TheMartian"" and ""The Invincible."" According to the National Computer Emergency Response Team (CERT) of India, the malware has been identified in attacks against organization and entities in India. (Citation: Talos GravityRAT)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0237', 'external_id': 'S0237'}, {'source_name': 'GravityRAT', 'description': '(Citation: Talos GravityRAT)'}, {'source_name': 'Talos GravityRAT', 'description': 'Mercer, W., Rascagneres, P. (2018, April 26). GravityRAT - The Two-Year Evolution Of An APT Targeting India. Retrieved May 16, 2018.', 'url': 'https://blog.talosintelligence.com/2018/04/gravityrat-two-year-evolution-of-apt.html'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.3,['GravityRAT'],False,,['Windows'],True
