id,technique_id,name,tactic,x_mitre_platforms,malware_tool_name,software_id,software_count,threat Name,group_id,group_count,campaign_name,campaign_id,campaign_count,Mitigation Count,Detection Count
attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,T1132.001,Standard Encoding,['command-and-control'],"['Linux', 'macOS', 'Windows']",Stuxnet;Latrodectus;SeaDuke;ADVSTORESHELL;Flagpro;SysUpdate;Chaes;Fysbis;DnsSystem;SideTwist;Mafalda;SUNBURST;SLIGHTPULSE;SMOKEDHAM;Kevin;down_new;Torisma;JHUHUGIT;RotaJakiro;ChChes;QUADAGENT;CORESHELL;Astaroth;Backdoor.Oldrea;POWERSTATS;HOPLIGHT;Revenge RAT;OSX_OCEANLOTUS.D;AutoIt backdoor;S-Type;Mis-Type;DarkWatchman;RogueRobin;Dipsind;Okrum;Squirrelwaffle;TrickBot;Bumblebee;BADNEWS;njRAT;GrimAgent;MechaFlounder;Spark;STEADYPULSE;Octopus;BLINDINGCAN;Emotet;Pisloader;RDAT;Daserf;PingPull;Kazuar;Denis;OopsIE;Machete;More_eggs;Samurai;Gootloader;Sardonic;Cobian RAT;BS2005;Mongall;Valak;Felismus;Mori;SpeakUp;Ebury;gh0st RAT;Manjusaka;xCaon;Pikabot;WIREFIRE;POWRUNER;Kessel;BabyShark;WellMess;PULSECHECK;Bisonal;Prikormka;KONNI;Misdat;CreepySnail;Ixeshe;PowerShower;QUIETCANARY;Saint Bot;Ramsay;Helminth;LunarWeb;CharmPower;STARWHALE;GLASSTOKEN;Cobalt Strike;Elise;Sliver;WARPWIRE;Zebrocy;QakBot;Carbanak,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4;malware--76fde8df-3495-47c9-82eb-125c4f7fb621;malware--67e6d66b-1b82-4699-b47a-e2efb6268d14;malware--fb575479-14ef-41e9-bfab-0b7cf10bec73;malware--592260fb-dd5c-4a30-8d99-106a0485be0d;malware--c009560a-f097-45a3-8f9f-78ec1440a783;malware--77e0ecf7-ca91-4c06-8012-8e728986a87a;malware--50d6688b-0985-4f3d-8cbe-0c796b30703b;malware--8a2867f9-e8fc-4bf1-a860-ef6e46311900;malware--df4cd566-ff2f-4d08-976d-8c86e95782de;malware--3be1fb7a-0f7e-415e-8e3a-74a80d596e68;malware--a8839c95-029f-44cf-8f3d-a3cf2039e927;malware--d1008b78-960c-4b36-bdc4-39a734e1e4e3;malware--7e0f8b0f-716e-494d-827e-310bd6ed709e;malware--e7863f5d-cb6a-4f81-8804-0a635eec160a;malware--8be7c69e-d8e3-4970-9668-61de08e508cc;malware--0715560d-4299-4e84-9e20-6e80ab57e4f2;malware--8ae43c46-57ef-47d5-a77a-eebb35628db2;malware--08e844a8-371f-4fe3-9d1f-e056e64a7fde;malware--dc5d1a33-62aa-4a0c-aa8c-589b87beb11e;malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77;malware--60c18d06-7b91-4742-bae3-647845cd9d81;malware--edb24a93-1f7a-4bbf-a738-1397a14662c6;malware--083bb47b-02c8-4423-81a2-f9ef58572974;malware--e8545794-b98c-492b-a5b3-4b5a02682e37;malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369;malware--bdb27a1d-1844-42f1-a0c0-826027ae0326;malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29;malware--f5352566-1a64-49ac-8f7f-97e1d1a03300;malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131;malware--e1161124-f22e-487f-9d5f-ed8efc8dcd61;malware--63686509-069b-4143-99ea-4e59cad6cb2a;malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122;malware--e170995d-4f61-4f17-b60e-04f9a06ee517;malware--4b6ec280-7bbb-48ff-ae59-b189520ebe83;malware--3c18ad16-9eaf-4649-984e-68551bff0d47;malware--00806466-754d-44ea-ad6f-0caf59cb8556;malware--04378e79-4387-468a-a8f7-f974b8254e44;malware--e9595678-d269-469e-ae6b-75e49259de63;malware--d906e6f7-434c-44c0-b51a-ed50af8f7945;malware--c9b99d03-ff11-4a48-95f0-82660d582c25;malware--dfa03c7d-79ed-4ce2-b9d1-ddc9dbf56ad2;malware--03ea629c-517a-41e3-94f8-c7e5368cf8f4;malware--ca0fead6-5277-427a-825b-42ff1fbe476e;malware--e2031fd5-02c2-43d4-85e2-b64f474530c2;malware--01dbc71d-0ee8-420d-abb4-3dfb6a4bf725;malware--32066e94-3112-48ca-b9eb-ba2b59d2f023;malware--b96680d1-5eb3-4f07-b95c-00ab904ac236;malware--4b346d12-7f91-48d2-8f06-b26ffa0d825b;malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a;malware--3a0f6128-0a01-421d-8eca-e57d8671b1f1;malware--536be338-e2ef-4a6b-afb6-8d5568b91eb2;malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a;malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c;malware--35cd1d01-1ede-44d2-b073-a264d727bc04;malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4;malware--ae91fb8f-5031-4f57-9839-e3be3ed503f0;malware--396c18b9-26fb-4435-8589-fb856502e4c4;malware--0c52f5bc-557d-4083-bd27-66d7cdb794bb;malware--aa1462a1-d065-416c-b354-bedd04998c7f;malware--67fc172a-36fa-4a35-88eb-4ba730ed52a6;malware--6fb36c6f-bb3d-4ed6-9471-cb9933e5c154;malware--ade37ada-14af-4b44-b36c-210eec255d53;malware--196f1f32-e0c2-4d46-99cd-234d4b6befe1;malware--7e100ca4-e639-48d9-9a9d-8ad84aa7b448;malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d;malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51;malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24;malware--dd2ad3d7-d7ef-4af5-a919-bfe8f2571705;malware--21583311-6321-4891-8a37-3eb4e57b0fb1;malware--02739f57-7585-4319-acd3-794ae8ff3a70;malware--c93e3079-43fb-4d8d-9e99-db63d07eadc9;malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46;malware--c984b414-b766-44c5-814a-2fe96c913c12;malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b;malware--3a4197ae-ec63-4162-907b-9a073d1157e4;malware--9a097d18-d15f-4635-a4f1-189df7efdc40;malware--65ffc206-d7c1-45b3-b543-f6b726e7840d;malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69;malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1;malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039;malware--d23de441-f9cf-4802-b1ff-f588a11a896b;malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06;malware--53486bc7-7748-4716-8190-e4f1fde04c53;malware--93289ecf-4d15-4d6b-a9c3-4ab27e145ef4;malware--7724581b-06ff-4d2b-b77c-80dc8d53070b;malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997;malware--eff1a885-6f90-42a1-901f-eef6e7a1905e;malware--e1284931-3f85-4262-a641-9ae8bb0576a0;malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4;malware--e355fc84-6f3c-4888-8e0a-d7fa9c378532;malware--554e010d-726b-439d-9a1a-f60fff0cc109;malware--a7881f21-e978-4fe4-af56-92c9416a2616;malware--7551188b-8f91-4d34-8350-0d0c57b2b913;tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be;malware--a5818d36-e9b0-46da-842d-b727a5e36ea6;malware--a4f57468-fbd5-49e4-8476-52088220b92d;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;malware--72f54d66-675d-4587-9bd3-4ed09f9522e4,99,Sandworm Team;Patchwork;TA551;Lazarus Group;BRONZE BUTLER;Tropic Trooper;MuddyWater;HAFNIUM;APT19;APT33,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192;intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0;intrusion-set--94873029-f950-4268-9cfd-5032e15cb182;intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a;intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90;intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924;intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2;intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87;intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6;intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,10,,,0,1,1
attack-pattern--04a5a8ab-3bc8-4c83-95c9-55274a89786d,T1583.007,Serverless,['resource-development'],['PRE'],,,0,,,0,APT41 DUST,campaign--add4d9de-1256-4166-83b8-57087288dced,1,1,1
attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336,T1613,Container and Resource Discovery,['discovery'],['Containers'],Peirates;Hildegard,tool--79dd477a-8226-4b3d-ad15-28623675f221;malware--40a1b8ec-7295-416c-a6b1-68181d86f120,2,TeamTNT,intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,1,,,0,3,2
attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,T1218.011,Rundll32,['defense-evasion'],['Windows'],Briba;ADVSTORESHELL;PUNCHBUGGY;BoomBox;MegaCortex;SVCReady;GreyEnergy;StreamEx;Latrodectus;InvisiMole;PolyglotDuke;Mosquito;Egregor;Prikormka;Emissary;PowerDuke;FunnyDream;Elise;Attor;DEADEYE;CozyCar;Winnti for Windows;Bad Rabbit;SUNBURST;Mongall;Heyoka Backdoor;Bumblebee;Backdoor.Oldrea;IcedID;EnvyScout;SDBbot;DDKONG;Mispadu;gh0st RAT;ServHelper;NOKKI;RTM;FatDuke;Kwampirs;NativeZone;Sakula;ZxShell;Sibot;BLINDINGCAN;Comnie;EVILNUM;FELIXROOT;KONNI;Bisonal;PcShare;FlawedAmmyy;Ninja;Pteranodon;USBferry;Raspberry Robin;Koadic;Squirrelwaffle;QakBot;Flame;Matryoshka;CORESHELL;NotPetya;JHUHUGIT;HermeticWizard;Ragnar Locker;Cobalt Strike,malware--79499993-a8d6-45eb-b343-bf58dea5bdde;malware--fb575479-14ef-41e9-bfab-0b7cf10bec73;malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c;malware--c26f1c05-b861-4970-94dc-2f7f921a3074;malware--909617c3-6d87-4330-8f32-bd3af38c3b92;malware--7230ded7-3b1a-4d6e-9735-d0ffd47af9f6;malware--308b3d68-a084-4dfb-885a-3125e1a9c1e8;malware--91000a8a-58cc-4aba-9ad0-993ad6302b86;malware--76fde8df-3495-47c9-82eb-125c4f7fb621;malware--47afe41c-4c08-485e-b062-c3bd209a1cce;malware--3d57dcc4-be99-4613-9482-d5218f5ec13e;malware--92b55426-109f-4d93-899f-1833ce91ff90;malware--cc4c1287-9c86-4447-810c-744f3880ec37;malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69;malware--0f862b01-99da-47cc-9bdb-db4a86a95bb1;malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a;malware--be25c1c0-1590-4219-a3d5-6f31799d1d1b;malware--7551188b-8f91-4d34-8350-0d0c57b2b913;malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa;malware--c46eb8e6-bf29-4696-8008-3ddb0b4ca470;malware--e6ef745b-077f-42e1-a37d-29eecff9c754;malware--d3afa961-a80c-4043-9509-282cdf69ab21;malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a;malware--a8839c95-029f-44cf-8f3d-a3cf2039e927;malware--6fb36c6f-bb3d-4ed6-9471-cb9933e5c154;malware--dff90475-9f72-41a6-84ed-1fbefd3874c0;malware--04378e79-4387-468a-a8f7-f974b8254e44;malware--083bb47b-02c8-4423-81a2-f9ef58572974;malware--5147ef15-1cae-4707-8ea1-bee8d98b7f1d;malware--2f8229dc-da94-41c6-89ba-b5b6c32f6b7d;malware--92b03a94-7147-4952-9d5a-b4d24da7487c;malware--d186c1d6-e3ac-4c3d-a534-9ddfeb8c57bb;malware--4e6464d2-69df-4e56-8d4c-1973f84d7b80;malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24;malware--aae22730-e571-4d17-b037-65f2a3e26213;malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a;malware--92ec0cbd-2c30-44a2-b270-73f4ec949841;malware--54a01db0-9fab-4d5f-8209-53cef8425f4a;malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab;malware--b4783be3-35d9-4a56-ac8d-1f3e1c9d9a84;malware--96b08451-b27a-4ff6-893f-790e26393a8e;malware--cfc75b0d-e579-40ae-ad07-a1ce00d49a6c;malware--979adb5a-dc30-48f0-9e3d-9a26d866928c;malware--01dbc71d-0ee8-420d-abb4-3dfb6a4bf725;malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e;malware--7cdfccda-2950-4167-981a-60872ff5d0db;malware--cf8df906-179c-4a78-bd6e-6605e30f6624;malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1;malware--65ffc206-d7c1-45b3-b543-f6b726e7840d;tool--3a53b207-aba2-4a2b-9cdb-273d633669e7;malware--432555de-63bf-4f2a-a3fa-f720a4561078;malware--023254de-caaf-4a05-b2c7-e4e2f283f7a5;malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd;malware--75bba379-4ba1-467e-8c60-ec2b269ee984;malware--4e385fa6-ebe0-43fc-9ccf-5b51b5dc4d79;tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4;malware--3c18ad16-9eaf-4649-984e-68551bff0d47;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498;malware--1cc934e4-b01d-4543-a011-b988dfc1a458;malware--60c18d06-7b91-4742-bae3-647845cd9d81;malware--5719af9d-6b16-46f9-9b28-fb019541ddbb;malware--8ae43c46-57ef-47d5-a77a-eebb35628db2;malware--ff7ed9c1-dca3-4e62-9da6-72c5d388b8fa;malware--54895630-efd2-4608-9c24-319de972a9eb;malware--a7881f21-e978-4fe4-af56-92c9416a2616,66,Gamaredon Group;FIN7;APT19;APT32;Wizard Spider;TA505;Lazarus Group;APT3;Carbanak;Kimsuky;Blue Mockingbird;TA551;Magic Hound;APT38;Daggerfly;APT28;Sandworm Team;HAFNIUM;APT41;CopyKittens;MuddyWater;LazyScripter;RedCurl;Aquatic Panda,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf;intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc;intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6;intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e;intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7;intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d;intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a;intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9;intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c;intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee;intrusion-set--94873029-f950-4268-9cfd-5032e15cb182;intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13;intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340;intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6;intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c;intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192;intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87;intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7;intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a;intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2;intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03;intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89;intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,24,Operation Dream Job;C0021;C0015;Operation Spalax;SolarWinds Compromise;2015 Ukraine Electric Power Attack;Water Curupira Pikabot Distribution;C0018,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b;campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6;campaign--78068e68-4124-4243-b6f4-76e4e5be8a06;campaign--4c840263-bbda-440d-a22b-674679ddebf1;campaign--808d6b30-df4e-4341-8248-724da4bac650;campaign--46421788-b6e1-4256-b351-f8beffd1afba;campaign--57541e3b-657e-463a-a4ab-ca08d7ea9965;campaign--519ee082-8ab6-439b-988f-a8a3f02c8d30,8,1,4
attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2,T1583,Acquire Infrastructure,['resource-development'],['PRE'],,,0,Kimsuky;Ember Bear;Indrik Spider;Agrius;Sandworm Team;Star Blizzard,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9;intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07;intrusion-set--b8137919-38cb-4db0-90f3-437be885faba;intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192;intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,6,,,0,1,5
attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,T1546.008,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],Empire,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,1,APT41;Deep Panda;APT3;Axiom;APT29;Fox Kitten,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7;intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064;intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9;intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973;intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542;intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,6,,,0,3,5
attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c,T1562.007,Disable or Modify Cloud Firewall,['defense-evasion'],['IaaS'],Pacu,tool--1b3b8f96-43b1-4460-8e02-1f53d7802fb9,1,,,0,,,0,2,2
attack-pattern--774ad5bb-2366-4c13-a8a9-65e50b292e7c,T1592.004,Client Configurations,['reconnaissance'],['PRE'],,,0,HAFNIUM,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,1,,,0,1,1
attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,T1020,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",StrongPity;LightNeuron;Empire;Ebury;Raccoon Stealer;Peppy;Machete;Doki;OutSteel;Rover;USBStealer;Crutch;TajMahal;TINYTYPHON;Attor;ShimRatReporter;CosmicDuke,malware--20945359-3b39-4542-85ef-08ecb4e1c174;malware--6ba1d7ae-d60b-43e6-9f08-a8b787e9d9cb;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51;malware--b5a8fb8b-4ff1-43e5-a1ad-75ae565f5175;malware--6c2550d5-a01a-4bbb-a004-6ead348ba623;malware--35cd1d01-1ede-44d2-b073-a264d727bc04;malware--4f1c389e-a80e-4a3e-9b0e-9be8c91df64f;malware--c113230f-f044-423b-af63-9b63c802f5ae;malware--6b616fc1-1505-48e3-8b2c-0d19337bff38;malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb;malware--925a6c52-5cf0-4fec-99de-b0d6917d8593;malware--b51797f7-57da-4210-b8ac-b8632ee75d70;malware--85b39628-204a-48d2-b377-ec368cbcb7ca;malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa;tool--115f88dd-0618-4389-83cb-98d33ae81848;malware--2eb9b131-d333-4a48-9eb4-d8dec46c19ee,17,Sidewinder;Ke3chang;RedCurl;Winter Vivern;Gamaredon Group;Tropic Trooper,intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e;intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c;intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89;intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c;intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf;intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,6,Frankenstein,campaign--26d9ebae-de59-427f-ae9a-349456bae4b1,1,0,6
attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1,T1558.001,Golden Ticket,['credential-access'],['Windows'],Empire;Mimikatz;Rubeus,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;tool--afc079f3-c0ea-4096-b75d-3f05338b7f60;tool--e33267fe-099f-4af2-8730-63d49f8813b2,3,Ke3chang,intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,1,,,0,2,2
attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0,T1482,Domain Trust Discovery,['discovery'],['Windows'],Bazar;Empire;Pikabot;Rubeus;AdFind;IcedID;Nltest;MgBot;SocGholish;BloodHound;Latrodectus;Brute Ratel C4;BADHATCH;QakBot;PowerSploit;TrickBot;DUSTTRAP;PoshC2;dsquery,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;malware--02739f57-7585-4319-acd3-794ae8ff3a70;tool--e33267fe-099f-4af2-8730-63d49f8813b2;tool--f59508a6-3615-47c3-b493-6676e1a39a87;malware--5147ef15-1cae-4707-8ea1-bee8d98b7f1d;tool--981acc4c-2ede-4b56-be6e-fa1a75f37acf;malware--a36eedea-9523-4abb-96e8-205f171ee763;malware--5911d2ca-64f6-49b3-b94f-29b5d185085c;tool--066b057c-944e-4cfc-b654-e3dfba04b926;malware--76fde8df-3495-47c9-82eb-125c4f7fb621;tool--75d8b521-6b6a-42ff-8af3-d97e20ce12a5;malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d;malware--00806466-754d-44ea-ad6f-0caf59cb8556;malware--33139388-de0c-49ff-862a-041c315b142d;tool--4b57c098-f043-4da2-83ef-7588a6d426bc;tool--38952eac-cb1b-4a71-bad2-ee8223a1c8fe,19,Akira;Chimera;Earth Lusca;FIN8;Magic Hound,intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d;intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c;intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034;intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826;intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,5,C0015;SolarWinds Compromise,campaign--78068e68-4124-4243-b6f4-76e4e5be8a06;campaign--808d6b30-df4e-4341-8248-724da4bac650,2,2,5
attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156,T1589.003,Employee Names,['reconnaissance'],['PRE'],,,0,Silent Librarian;Kimsuky;Sandworm Team,intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384;intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,3,,,0,1,0
attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,T1136.002,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",Pupy;PsExec;Empire;Net,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4;tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;tool--03342581-f790-4f03-ba41-e82e67392e23,4,GALLIUM;Wizard Spider;HAFNIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258;intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7;intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,3,2015 Ukraine Electric Power Attack;2016 Ukraine Electric Power Attack,campaign--46421788-b6e1-4256-b351-f8beffd1afba;campaign--aa73efef-1418-4dbe-b43c-87a498e97234,2,4,3
attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da,T1562.006,Indicator Blocking,['defense-evasion'],"['Windows', 'macOS', 'Linux']",HermeticWiper;Woody RAT;HUI Loader;Ebury;Brute Ratel C4;Waterbear,malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a;malware--3bc7e862-5610-4c02-9c48-15b2e2dc1ddb;malware--54089fba-8662-4f37-9a44-6ad25a5f630a;malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51;tool--75d8b521-6b6a-42ff-8af3-d97e20ce12a5;malware--f3f1fbed-7e29-49cb-8579-4a378f858deb,6,APT41;APT5,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7;intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,2,,,0,3,4
